,listing_key,listing_creation_date,loan_origination_date,loan_original_amount,monthly_loan_payment,percent_funded,term,borrower_apr,prosper_rating_alpha,listing_category_numeric,listing_category_alpha
88696,48D63551026707423181D20,2012-06-25 12:03:59.260000000,2012-07-06 00:00:00,10000,335.5,1.0,36,0.15538,A,13,Household Expenses
88698,48DA3555230549473ECE2AF,2012-08-20 17:08:56.290000000,2012-08-23 00:00:00,4000,166.3,1.0,36,0.32333,E,1,Debt Consolidation
88699,48E03541209418668DAE138,2012-03-14 10:53:51.687000000,2012-03-28 00:00:00,10000,306.44,1.0,36,0.06828,AA,7,Other
88709,9F1B35507698799769EDF85,2012-06-19 11:49:24.933000000,2012-06-21 00:00:00,4000,120.0,1.0,60,0.28704,D,1,Debt Consolidation
88711,9F2935555681323447CC8FB,2012-08-08 12:33:46.087000000,2012-08-13 00:00:00,2500,108.57,1.0,36,0.35797,HR,6,Auto
88712,71FD35363570578952195B1,2012-01-02 14:48:30.323000000,2012-01-05 00:00:00,3000,265.33,1.0,12,0.18838,B,15,Medical/Dental
88717,553F355773279183240EDE8,2012-09-13 22:24:46.150000000,2012-09-24 00:00:00,2500,85.61,1.0,36,0.17754,B,6,Auto
88720,55593536016811411BD1DB9,2012-01-01 07:35:10.960000000,2012-01-12 00:00:00,4000,351.66,1.0,12,0.17688,B,1,Debt Consolidation
88722,F4B135396763009832C50D8,2012-02-23 15:45:34.677000000,2012-03-26 00:00:00,5000,193.21,1.0,36,0.26681,D,18,Taxes
88724,F4B335555592007232A4230,2012-08-15 11:10:18.107000000,2012-08-22 00:00:00,15000,466.52,1.0,36,0.08829,AA,3,Business
88725,EC9535618332555565D7570,2012-10-22 08:56:01.353000000,2012-10-24 00:00:00,5000,118.92,1.0,60,0.17317,A,1,Debt Consolidation
88732,267C3537275389869157756,2012-01-17 06:26:54.693000000,2012-06-06 00:00:00,4000,169.78,1.0,36,0.33973,E,2,Home Improvement
88737,256D3560647329948EADB14,2012-10-17 18:07:52.627000000,2012-10-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
88741,BF143544260688155C581F8,2012-04-12 14:52:09.047000000,2012-04-18 00:00:00,3000,113.77,1.0,36,0.25259,C,15,Medical/Dental
88745,BF353554324235568825D29,2012-08-16 09:18:43.597000000,2012-08-24 00:00:00,2000,86.85,1.0,36,0.35797,HR,2,Home Improvement
88746,BF3A35537803779270E25E9,2012-08-09 05:36:39.410000000,2012-08-15 00:00:00,4000,135.82,1.0,60,0.35365,E,1,Debt Consolidation
88747,BF3F354076335445810C538,2012-02-24 18:21:20.997000000,2012-06-05 00:00:00,13000,360.53,1.0,60,0.24702,C,3,Business
88755,F4B73538707343891ACDFCB,2012-02-10 19:29:48.667000000,2012-02-22 00:00:00,5000,116.24,1.0,60,0.15784,A,1,Debt Consolidation
88759,83D23531794095155BD6466,2011-11-30 10:39:30.487000000,2012-01-31 00:00:00,5000,186.43,1.0,36,0.2399,C,1,Debt Consolidation
88763,83E235419833324881B04E7,2012-03-08 10:50:41.097000000,2012-03-19 00:00:00,3000,103.25,1.0,36,0.17359,B,18,Taxes
88764,83E735559478379770DD608,2012-09-03 03:37:14.420000000,2012-09-06 00:00:00,10000,0.0,1.0,12,0.06799,AA,1,Debt Consolidation
88773,A52F3545337547834923CAA,2012-04-12 13:28:20.363000000,2012-05-16 00:00:00,2000,84.89,1.0,36,0.33973,E,19,Vacation
88775,534D3538513991675802C25,2012-02-14 07:51:55.110000000,2012-02-28 00:00:00,8000,205.11,1.0,60,0.20358,B,15,Medical/Dental
88779,53713557647311649F76AAC,2012-09-05 13:05:31.873000000,2012-09-11 00:00:00,15000,385.16,1.0,60,0.20931,B,1,Debt Consolidation
88784,48F83560630419619119876,2012-10-28 12:04:32.453000000,2012-10-31 00:00:00,20000,502.66,1.0,60,0.19907,B,1,Debt Consolidation
88785,48FE3538464571544A2DD85,2012-01-26 09:11:51.053000000,2012-03-30 00:00:00,13500,413.7,1.0,36,0.06828,AA,3,Business
88795,9F4D3550905077105CC0B39,2012-06-28 20:10:17.863000000,2012-07-05 00:00:00,6000,231.85,1.0,36,0.26681,D,1,Debt Consolidation
88797,9F5D3558604897259E1C547,2012-10-02 17:34:46.600000000,2012-10-09 00:00:00,4000,166.3,1.0,36,0.32333,E,15,Medical/Dental
88803,6E61353700992439715F043,2012-01-08 09:15:50.330000000,2012-01-11 00:00:00,8000,299.31,1.0,36,0.24246,C,1,Debt Consolidation
88820,26483540892691919371F0F,2012-03-14 15:22:22.903000000,2012-03-16 00:00:00,4000,169.78,1.0,36,0.33973,E,1,Debt Consolidation
88825,BF403551110530986CAC148,2012-06-29 11:00:07.643000000,2012-07-06 00:00:00,3000,126.67,1.0,36,0.33553,E,1,Debt Consolidation
88837,F4CB3540068661818F86C59,2012-02-16 07:10:38.350000000,2012-02-28 00:00:00,15000,592.6,1.0,36,0.2837,D,2,Home Improvement
88841,F4DA355723677552087ACDA,2012-09-05 12:42:11.277000000,2012-09-11 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
88842,F50D3535401591342076D40,2012-01-04 18:57:50.097000000,2012-01-11 00:00:00,10000,377.83,1.0,36,0.24983,C,1,Debt Consolidation
88845,83F93555213347483E6457B,2012-08-29 03:24:47.750000000,2012-08-31 00:00:00,8500,286.36,1.0,36,0.15833,A,7,Other
88849,840C35484692392067E9177,2012-06-01 13:29:08.197000000,2012-07-02 00:00:00,11500,436.1,1.0,36,0.25259,C,1,Debt Consolidation
88852,A5343554975435516ABD8A6,2012-08-22 10:41:09.220000000,2012-08-28 00:00:00,15000,572.78,1.0,36,0.25781,D,1,Debt Consolidation
88854,A54035446376923614F90AD,2012-04-20 13:10:31.260000000,2012-04-24 00:00:00,3000,107.98,1.0,36,0.21372,B,1,Debt Consolidation
88860,484835464863330894EB91B,2012-05-11 22:30:51.390000000,2012-05-16 00:00:00,2500,105.55,1.0,36,0.33553,E,1,Debt Consolidation
88866,48793545701604034218777,2012-04-20 09:04:28.193000000,2012-04-24 00:00:00,4000,344.78,1.0,12,0.09986,A,3,Business
88873,466C35568277355373C8F98,2012-09-13 20:53:53.863000000,2012-09-25 00:00:00,8500,306.19,1.0,36,0.21434,C,20,Wedding Loans
88883,77FB35463098831593AD42E,2012-05-10 22:53:51.700000000,2012-05-24 00:00:00,15000,568.83,1.0,36,0.25259,C,20,Wedding Loans
88891,5F84355275846803945C978,2012-07-06 15:38:08.617000000,2012-07-17 00:00:00,10000,292.87,1.0,60,0.27462,C,7,Other
88896,96CC3540895389957E70DEF,2012-02-26 06:01:52.910000000,2012-02-28 00:00:00,14000,553.09,1.0,36,0.2837,D,1,Debt Consolidation
88903,ED603555049928746AFA831,2012-08-01 19:39:50.350000000,2012-08-24 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
88906,22BD3549593460101C86397,2012-06-20 16:57:12.580000000,2012-06-26 00:00:00,6000,161.81,1.0,60,0.23318,B,3,Business
88920,AE6035656431517591370FF,2012-12-05 12:45:38.717000000,2012-12-27 00:00:00,3630,157.64,0.9075,36,0.35797,HR,1,Debt Consolidation
88932,8431355968461419119A917,2012-10-09 15:14:37.363000000,2012-10-17 00:00:00,12000,293.6,1.0,60,0.18637,A,2,Home Improvement
88935,843C355879196805486E405,2012-10-03 13:05:12.933000000,2012-10-05 00:00:00,2800,0.0,1.0,12,0.16033,B,1,Debt Consolidation
88936,843C3561155167279477AEE,2012-10-26 16:08:28.743000000,2012-11-07 00:00:00,7000,198.66,1.0,60,0.25861,C,7,Other
88945,ADB1354656273238424221C,2012-05-01 18:47:21.130000000,2012-05-04 00:00:00,3492,112.09,1.0,36,0.12427,A,1,Debt Consolidation
88946,ADB6356511268042071AE28,2012-12-01 22:24:00.013000000,2012-12-18 00:00:00,4000,133.5,1.0,60,0.34408,E,2,Home Improvement
88947,488735629993914423C484B,2012-11-07 16:55:40.167000000,2012-11-28 00:00:00,4897,119.82,0.8161,60,0.18637,A,1,Debt Consolidation
88961,3C68355206151464132143D,2012-07-02 10:25:17.950000000,2012-07-16 00:00:00,3500,151.99,1.0,36,0.35797,HR,13,Household Expenses
88971,6A06354724824584884D428,2012-05-26 07:51:48.953000000,2012-06-06 00:00:00,4000,168.89,1.0,36,0.33553,E,1,Debt Consolidation
88989,A82D356434962800945E7A8,2012-11-19 07:41:42.497000000,2012-12-17 00:00:00,6000,238.31,1.0,36,0.2878,D,1,Debt Consolidation
88993,27DF35605674455567F23FC,2012-10-22 14:52:00.740000000,2012-11-05 00:00:00,12000,259.48,1.0,60,0.12992,AA,1,Debt Consolidation
89000,AE623560754260093CADB82,2012-10-08 10:25:40.327000000,2012-10-16 00:00:00,4000,133.5,1.0,60,0.34408,E,1,Debt Consolidation
89004,AE753535685341046F34B5E,2011-12-31 12:24:36.967000000,2012-02-10 00:00:00,12500,430.2,1.0,36,0.17359,B,3,Business
89009,D84A3565571752709674493,2012-12-17 12:27:12.227000000,2012-12-28 00:00:00,11500,414.25,1.0,36,0.21434,C,11,Engagement Ring
89010,D852354537098072815D879,2012-04-28 15:26:27.267000000,2012-05-04 00:00:00,5000,189.61,1.0,36,0.25259,C,19,Vacation
89016,D85C356101912810629C7D5,2012-10-31 17:50:32.927000000,2012-11-14 00:00:00,25000,552.71,1.0,60,0.13983,A,1,Debt Consolidation
89023,740A3559955514163978E2A,2012-10-02 17:11:43.610000000,2012-10-10 00:00:00,11500,265.44,1.0,60,0.15936,A,2,Home Improvement
89025,7415353789997699767C1E9,2012-01-18 13:04:23.250000000,2012-02-06 00:00:00,3000,112.24,1.0,36,0.24246,C,7,Other
89028,ADCF35278558262034ECC2D,2011-09-24 06:49:38.423000000,2012-01-30 00:00:00,12000,412.99,1.0,36,0.17359,B,1,Debt Consolidation
89030,ADD135610368326605C319C,2012-11-02 15:30:39.113000000,2012-11-07 00:00:00,13000,417.89,1.0,36,0.12528,A,1,Debt Consolidation
89036,6AE035532928786818340C2,2012-07-14 05:10:05.350000000,2012-07-19 00:00:00,15000,383.35,1.0,60,0.20705,B,1,Debt Consolidation
89041,40903563757737919159D05,2012-11-30 10:42:42.810000000,2012-12-07 00:00:00,3500,137.66,1.0,36,0.28032,D,1,Debt Consolidation
89045,3C7C3544787225967B3DA0D,2012-04-18 19:53:44.110000000,2012-04-23 00:00:00,9000,341.3,1.0,36,0.25259,C,1,Debt Consolidation
89051,46A13542026585762FA45FC,2012-03-09 11:16:40.003000000,2012-03-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
89054,6A2F3538035703276A749BD,2012-01-23 08:41:59.483000000,2012-01-27 00:00:00,9750,310.0,1.0,36,0.11766,A,1,Debt Consolidation
89059,6D6E3550828937830EC186F,2012-07-06 06:00:50.907000000,2012-07-11 00:00:00,15000,1340.04,1.0,12,0.20784,C,1,Debt Consolidation
89063,784035371718358273B17A3,2012-01-25 08:17:25.873000000,2012-01-30 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89069,A8AF35580638017065EAC7F,2012-09-10 13:02:46.057000000,2012-09-19 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89077,E2F4354864147932182A63A,2012-05-31 11:06:39.970000000,2012-06-06 00:00:00,15000,439.3,1.0,60,0.27462,C,14,Large Purchases
89081,24163556624233835D669C5,2012-08-27 14:29:17.307000000,2012-09-11 00:00:00,6000,216.13,1.0,36,0.21434,C,13,Household Expenses
89086,242A35494699097765F8D5B,2012-06-18 01:30:32.153000000,2012-06-29 00:00:00,15000,539.88,1.0,36,0.21372,B,1,Debt Consolidation
89087,242D354591540883859D3A6,2012-04-18 14:41:15.580000000,2012-04-26 00:00:00,2200,95.54,1.0,36,0.35797,HR,15,Medical/Dental
89092,B1BD3557503412776C3C990,2012-09-07 13:40:07.320000000,2012-09-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
89096,97533560880137783BEE3B4,2012-10-23 04:18:20.133000000,2012-10-26 00:00:00,10000,342.46,1.0,36,0.17754,B,7,Other
89097,97653556100782021404505,2012-08-23 13:37:06.510000000,2012-08-28 00:00:00,4500,147.09,1.0,36,0.13697,A,1,Debt Consolidation
89104,E1113540483100452C0DEF9,2012-02-22 06:37:59.807000000,2012-02-27 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89106,F4DA3563158767430C73314,2012-11-17 10:02:11.543000000,2012-12-03 00:00:00,5500,163.28,1.0,60,0.2816,D,1,Debt Consolidation
89116,F38E3547674018718503B6E,2012-05-31 05:31:23.777000000,2012-06-11 00:00:00,10000,320.98,1.0,36,0.12427,A,1,Debt Consolidation
89118,F394355263392140275142D,2012-07-14 06:40:42.757000000,2012-07-19 00:00:00,15000,517.71,1.0,36,0.18316,B,1,Debt Consolidation
89125,610235501124042390D89C5,2012-06-07 03:11:13.397000000,2012-06-12 00:00:00,2500,108.57,1.0,36,0.35797,HR,7,Other
89141,3C9735559517075309D4318,2012-08-14 08:58:19.567000000,2012-08-20 00:00:00,4000,94.87,1.0,60,0.17184,A,2,Home Improvement
89152,A8BB35457908610239FDBE8,2012-04-29 07:22:41.013000000,2012-05-07 00:00:00,5500,173.58,1.0,60,0.31375,D,3,Business
89157,A8BF3544891988050B8CBE5,2012-04-22 15:02:13.537000000,2012-05-17 00:00:00,7000,205.01,1.0,60,0.27462,C,2,Home Improvement
89158,A8C1354238147901467174F,2012-03-29 09:38:10.763000000,2012-04-10 00:00:00,20000,645.25,1.0,36,0.12782,A,1,Debt Consolidation
89189,F4F23543523798285D461CC,2012-03-31 15:38:36.673000000,2012-05-22 00:00:00,5000,146.43,1.0,60,0.27462,C,13,Household Expenses
89203,7CDF353899879967718955F,2012-02-17 10:40:30.407000000,2012-02-22 00:00:00,7000,147.39,1.0,60,0.09826,AA,1,Debt Consolidation
89207,BB1635578812787694A7170,2012-09-21 11:15:49.833000000,2012-09-26 00:00:00,4500,136.98,1.0,60,0.29464,D,6,Auto
89208,BB1D35479585269711B43F3,2012-05-16 17:34:31.590000000,2012-05-21 00:00:00,6500,150.74,1.0,60,0.16151,A,1,Debt Consolidation
89215,410D353903853655281E9C0,2012-02-02 12:57:04.110000000,2012-02-13 00:00:00,9000,275.8,1.0,36,0.06828,AA,1,Debt Consolidation
89226,46CC3549683454028CD5EBB,2012-06-13 15:16:27.527000000,2012-06-15 00:00:00,13500,345.02,1.0,60,0.20705,B,6,Auto
89242,A8CC353783205262203023E,2012-01-29 01:32:07.063000000,2012-02-06 00:00:00,10000,344.16,1.0,36,0.17359,B,1,Debt Consolidation
89254,F1D03563924748517616890,2012-11-27 12:27:30.430000000,2012-12-18 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
89255,F1D3353737022470036E518,2012-01-13 07:37:43.330000000,2012-01-19 00:00:00,5000,172.08,1.0,36,0.17359,B,3,Business
89256,C8A935439496919508D8588,2012-04-11 19:30:58.777000000,2012-04-24 00:00:00,12000,431.9,1.0,36,0.21372,B,3,Business
89261,235135586389171130C1DD0,2012-09-24 18:01:32.873000000,2012-10-09 00:00:00,10000,358.22,1.0,36,0.21025,C,1,Debt Consolidation
89267,889C35505420836441C8D8A,2012-06-26 22:58:14.567000000,2012-07-09 00:00:00,6500,224.34,1.0,36,0.18316,B,6,Auto
89269,88B135629401623485EA91E,2012-11-09 11:41:37.847000000,2012-11-30 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89283,F5473550334558824CAAE01,2012-06-26 18:00:39.310000000,2012-07-02 00:00:00,15000,439.3,1.0,60,0.27462,C,1,Debt Consolidation
89292,7D2635557102361207B1FAC,2012-08-10 19:18:46.633000000,2012-08-20 00:00:00,15000,440.09,1.0,60,0.27554,C,13,Household Expenses
89306,5ECE35546643278744B7BD7,2012-08-16 20:51:01.697000000,2012-08-24 00:00:00,9000,291.84,1.0,36,0.13138,A,2,Home Improvement
89309,5EED35405358872687EC560,2012-02-25 05:21:25.887000000,2012-02-28 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
89313,46ED35538306901430ACDCD,2012-08-09 05:14:18.737000000,2012-09-26 00:00:00,2000,187.71,1.0,12,0.30461,E,1,Debt Consolidation
89316,3CC1354749653044844F529,2012-05-09 14:22:30.783000000,2012-05-16 00:00:00,15000,383.35,1.0,60,0.20705,B,1,Debt Consolidation
89320,3CCF3556988770309169946,2012-08-28 19:52:13.770000000,2012-08-31 00:00:00,11500,346.5,1.0,60,0.2893,D,1,Debt Consolidation
89325,4C2735586268891090AEA01,2012-09-28 06:45:30.793000000,2012-10-19 00:00:00,10000,292.87,1.0,60,0.27462,D,3,Business
89338,AB1435386750968486B8678,2012-02-17 15:12:19.627000000,2012-02-28 00:00:00,15000,458.48,1.0,60,0.2968,D,1,Debt Consolidation
89346,DFAE3564036247827765473,2012-11-18 21:28:58.177000000,2012-11-26 00:00:00,15000,407.32,1.0,60,0.23656,C,8,Baby & Adoption
89357,B766355990053767227AA31,2012-10-01 09:55:30.163000000,2012-10-16 00:00:00,25000,557.12,1.0,60,0.14341,AA,1,Debt Consolidation
89358,B76E354167317305318C1AD,2012-03-01 12:30:29.667000000,2012-03-19 00:00:00,15000,473.39,1.0,60,0.31375,D,1,Debt Consolidation
89370,D8B7354772683927959D449,2012-05-14 14:08:13.070000000,2012-05-21 00:00:00,4000,168.89,1.0,36,0.33553,E,7,Other
89376,7D3135491778428075E1CB8,2012-06-08 07:10:30.813000000,2012-06-19 00:00:00,3000,80.91,1.0,60,0.23318,B,3,Business
89385,F6623562989010360D82E73,2012-11-23 18:28:07.080000000,2012-12-12 00:00:00,15000,451.24,1.0,60,0.28848,D,1,Debt Consolidation
89386,F6643545404299683EFBB06,2012-04-27 09:31:09.750000000,2012-05-01 00:00:00,7000,210.0,1.0,60,0.28704,D,1,Debt Consolidation
89389,F67035449940285586E7966,2012-05-02 06:14:21.043000000,2012-05-15 00:00:00,2500,108.57,1.0,36,0.35797,HR,2,Home Improvement
89413,4C68356582121545602C518,2012-12-12 10:26:04.093000000,2012-12-27 00:00:00,16000,602.72,1.0,36,0.24758,C,1,Debt Consolidation
89414,4C783535558524752874DE8,2012-01-02 07:15:08.907000000,2012-02-08 00:00:00,10000,372.86,1.0,36,0.2399,C,1,Debt Consolidation
89424,AB2E353664019634084E1F3,2012-01-21 12:56:28.463000000,2012-01-31 00:00:00,7000,240.91,1.0,36,0.17359,B,6,Auto
89431,DFD7356047950567284A3C1,2012-10-13 09:14:19.610000000,2012-10-17 00:00:00,5000,452.78,1.0,12,0.23422,C,7,Other
89441,26473547604062829791A13,2012-05-12 07:42:50.020000000,2012-05-18 00:00:00,8000,185.52,1.0,60,0.16151,A,1,Debt Consolidation
89447,AE963554047332286D670E8,2012-07-30 04:46:57.630000000,2012-08-14 00:00:00,6000,216.13,1.0,36,0.21434,C,6,Auto
89448,AEA83563311870940567030,2012-11-08 15:42:29.117000000,2012-11-28 00:00:00,3000,125.05,1.0,36,0.32538,E,1,Debt Consolidation
89449,AEAD3563241106018CF4872,2012-11-19 17:23:44.717000000,2012-12-07 00:00:00,12725,273.01,0.998,60,0.12645,AA,1,Debt Consolidation
89450,AEAE35501274760136F6FED,2012-06-19 14:58:12.363000000,2012-06-27 00:00:00,15000,568.83,1.0,36,0.25259,C,1,Debt Consolidation
89458,E15A35645442923003AB638,2012-11-26 12:19:20.837000000,2012-11-30 00:00:00,4000,84.99,1.0,60,0.12216,AA,1,Debt Consolidation
89459,DBB9355163507260170A03C,2012-06-28 12:37:05.913000000,2012-07-18 00:00:00,19500,625.92,1.0,36,0.12427,A,1,Debt Consolidation
89464,7D883557778740751765776,2012-09-17 05:30:30.197000000,2012-09-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89465,862435448166106629A9703,2012-04-26 04:01:21.017000000,2012-05-11 00:00:00,15000,404.54,1.0,60,0.23318,B,3,Business
89475,DE553535632877578146EA2,2012-01-05 14:15:13.147000000,2012-01-10 00:00:00,4000,171.08,1.0,36,0.34577,E,1,Debt Consolidation
89488,5248353886433461526F6CE,2012-02-18 18:38:08.137000000,2012-02-22 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89496,66473545579495463C9ADC2,2012-04-20 10:09:22.293000000,2012-04-24 00:00:00,4000,168.89,1.0,36,0.33553,E,3,Business
89498,5F233560615361181733FC2,2012-10-29 10:22:25.360000000,2012-11-14 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
89502,4C6B355992656467198042F,2012-10-16 08:35:50.223000000,2012-10-22 00:00:00,4000,168.32,1.0,36,0.33286,E,1,Debt Consolidation
89507,AB493555904231423421E74,2012-08-15 13:04:20.780000000,2012-08-21 00:00:00,6000,176.04,1.0,60,0.27554,C,1,Debt Consolidation
89510,AB6635441445273244D6815,2012-04-05 09:08:53.807000000,2012-04-12 00:00:00,5000,145.82,1.0,60,0.27246,C,1,Debt Consolidation
89526,25BC3555343940129BBBFAF,2012-08-10 23:15:42.677000000,2012-08-27 00:00:00,2000,86.85,1.0,36,0.35797,HR,1,Debt Consolidation
89529,25D43546467469437F6AF74,2012-05-17 07:27:33.477000000,2012-05-25 00:00:00,13000,1178.03,1.0,12,0.23554,C,1,Debt Consolidation
89531,25D93564900691685250ADA,2012-11-27 08:55:00.350000000,2012-12-04 00:00:00,2000,84.97,1.0,36,0.34045,E,13,Household Expenses
89546,E3AF3550027755620139E88,2012-06-25 15:16:00.870000000,2012-06-29 00:00:00,10000,921.42,1.0,12,0.26824,D,1,Debt Consolidation
89551,863A3553905028677DBCB35,2012-07-24 08:27:33.207000000,2012-08-03 00:00:00,20000,586.79,1.0,60,0.27554,C,1,Debt Consolidation
89553,864635450276328809DDE6C,2012-04-19 14:39:16.440000000,2012-05-09 00:00:00,8500,305.93,1.0,36,0.21372,B,8,Baby & Adoption
89578,54663553917308908371100,2012-07-24 10:36:39.933000000,2012-07-31 00:00:00,15000,462.25,1.0,60,0.30111,D,1,Debt Consolidation
89579,546F3554401991020DD240B,2012-07-27 14:53:25.977000000,2012-07-31 00:00:00,20000,543.77,1.0,60,0.23718,B,1,Debt Consolidation
89602,F4E03544565575988CF849F,2012-04-02 14:11:21.270000000,2012-04-06 00:00:00,2500,108.57,1.0,36,0.35797,HR,1,Debt Consolidation
89614,2725354717750879323E5E6,2012-05-07 12:17:30.673000000,2012-05-15 00:00:00,8000,240.0,1.0,60,0.28704,D,7,Other
89633,F7D235495006921111C59FE,2012-06-07 20:03:14.997000000,2012-06-13 00:00:00,3000,107.98,1.0,36,0.21372,B,7,Other
89634,86603536476657380BDD570,2012-01-14 02:33:31.270000000,2012-05-16 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
89641,868235378137917728B798A,2012-01-31 20:40:47.687000000,2012-02-07 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89645,ADEC3564213594135A420F9,2012-12-02 15:05:19.187000000,2012-12-18 00:00:00,11000,248.65,1.0,60,0.14985,A,15,Medical/Dental
89647,ADF335610746190575EE3A8,2012-11-03 10:48:59.787000000,2012-11-16 00:00:00,4750,136.59,1.0,60,0.26528,C,2,Home Improvement
89664,5C8435389532484016A5052,2012-02-07 18:58:16.980000000,2012-02-10 00:00:00,3000,120.11,1.0,36,0.29394,D,1,Debt Consolidation
89673,56963559951872916216846,2012-10-08 05:53:29.693000000,2012-10-15 00:00:00,18717,437.55,1.0,60,0.16519,A,1,Debt Consolidation
89674,569C3563185449747DA1450,2012-11-26 07:59:24.763000000,2012-11-30 00:00:00,4000,155.8,1.0,36,0.27285,D,1,Debt Consolidation
89677,6FDC35542517954574535E4,2012-07-30 02:24:22.497000000,2012-08-01 00:00:00,2000,68.49,1.0,60,0.35838,E,14,Large Purchases
89692,EDA93553690140004D40085,2012-07-24 08:25:42.823000000,2012-07-30 00:00:00,15000,434.4,1.0,60,0.26887,C,2,Home Improvement
89696,273235415130178242F1E95,2012-02-29 07:45:27.183000000,2012-03-09 00:00:00,13000,447.41,1.0,36,0.17359,B,1,Debt Consolidation
89699,25243553243352765E0D360,2012-07-21 10:32:32.623000000,2012-07-25 00:00:00,4500,158.18,1.0,36,0.19645,B,7,Other
89711,B8173560291310942523153,2012-10-05 07:07:46.147000000,2012-10-10 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
89714,F7D93549757932268FBFBD5,2012-06-19 17:39:17.207000000,2012-06-27 00:00:00,2500,235.71,1.0,12,0.31368,E,14,Large Purchases
89718,F7E9354627415309384B849,2012-04-23 20:25:06.147000000,2012-04-30 00:00:00,2000,53.94,1.0,60,0.23318,B,6,Auto
89720,F7ED3542880559479763DFF,2012-03-21 06:34:09.297000000,2012-03-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
89721,F7F1354236566861511378B,2012-03-20 07:10:49.087000000,2012-03-30 00:00:00,5000,187.07,1.0,36,0.24246,C,18,Taxes
89722,F7F43552818538961761ECE,2012-07-24 09:22:11.773000000,2012-07-27 00:00:00,2500,93.15,1.0,36,0.23939,C,1,Debt Consolidation
89743,44D8354752380098665A69C,2012-05-10 14:26:05.523000000,2012-05-18 00:00:00,3000,107.98,1.0,36,0.21372,B,1,Debt Consolidation
89747,44F335488015517933E8930,2012-05-22 08:06:15.200000000,2012-05-31 00:00:00,25000,777.54,1.0,36,0.08829,AA,13,Household Expenses
89751,66C835573037957031429A4,2012-09-17 12:34:59.737000000,2012-09-20 00:00:00,2500,219.17,1.0,12,0.13204,A,1,Debt Consolidation
89760,6FF235550992042721B3831,2012-08-13 09:00:14.933000000,2012-08-23 00:00:00,10000,372.6,1.0,36,0.23939,C,1,Debt Consolidation
89761,70193561924903041422B03,2012-10-31 12:36:50.553000000,2012-11-15 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
89763,701B35615883448962BD19F,2012-11-02 15:33:24.117000000,2012-11-20 00:00:00,15000,578.46,1.0,36,0.26528,D,3,Business
89765,702035394349882779B43F6,2012-02-26 12:52:49.010000000,2012-03-08 00:00:00,6500,189.57,1.0,60,0.27246,C,1,Debt Consolidation
89772,94B13534912134278CC5BB6,2011-12-30 13:35:20.470000000,2012-01-12 00:00:00,10000,325.19,1.0,60,0.32989,D,3,Business
89781,F7693539924137494A69587,2012-02-28 14:05:33.253000000,2012-03-06 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89782,F76E3539595957163F1498D,2012-02-04 22:51:39.913000000,2012-02-07 00:00:00,5000,200.18,1.0,36,0.29394,D,10,Cosmetic Procedure
89785,86BD3559281646336C68785,2012-10-12 12:29:50.063000000,2012-10-16 00:00:00,2000,84.97,1.0,36,0.34045,E,7,Other
89800,C2393537692616364DA1422,2012-01-19 07:14:15.960000000,2012-01-30 00:00:00,20000,645.25,1.0,36,0.12782,A,2,Home Improvement
89801,C24D35377264280796E4AAF,2012-01-26 18:54:21.363000000,2012-01-31 00:00:00,13000,486.38,1.0,36,0.24246,C,15,Medical/Dental
89810,4E503561972284519C595A6,2012-11-11 06:40:25.310000000,2012-11-29 00:00:00,15000,513.68,1.0,36,0.17754,B,1,Debt Consolidation
89812,AEBF3545284156776C54D91,2012-04-17 08:27:34.333000000,2012-04-24 00:00:00,10000,379.22,1.0,36,0.25259,C,1,Debt Consolidation
89814,AEC135422896463138EBBD8,2012-03-27 13:07:58.513000000,2012-03-30 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89817,AED23563024897436CC62CE,2012-11-16 16:46:56.580000000,2012-11-30 00:00:00,13000,437.96,1.0,36,0.15833,A,3,Business
89822,25553557736373333D3BE84,2012-09-14 20:34:09.067000000,2012-09-19 00:00:00,5000,160.73,1.0,36,0.12528,A,1,Debt Consolidation
